id,apn,sale_date,opening_bid,winning_bid,notes
2500,2982722843,7/25/2018,$100.00,$100.00,
2501,2982722849,7/25/2018,$100.00,$100.00,
2502,2982722906,7/25/2018,$100.00,-,No Bids
2503,2982722917,7/25/2018,$100.00,-,No Bids
2506,2982722940,7/25/2018,$100.00,$100.00,
2507,2982723002,7/25/2018,$100.00,-,No Bids
2508,2982723003,7/25/2018,$100.00,-,No Bids
2509,2982723007,7/25/2018,$100.00,-,No Bids
2517,2982723235,7/25/2018,$100.00,$400.00,
2518,2982723236,7/25/2018,$100.00,$300.00,
2519,2982723246,7/25/2018,$100.00,$100.00,
2520,2982723247,7/25/2018,$100.00,$100.00,
2521,2982723305,7/25/2018,$100.00,-,No Bids
2522,2982723308,7/25/2018,$100.00,-,No Bids
2524,2982723347,7/25/2018,$100.00,-,No Bids
2527,2982723503,7/25/2018,$100.00,-,No Bids
2528,2982723508,7/25/2018,$100.00,-,No Bids
2529,2982723521,7/25/2018,$100.00,$100.00,
2530,2982723523,7/25/2018,$100.00,$100.00,
2531,2982723539,7/25/2018,$100.00,-,No Bids
2532,2982723540,7/25/2018,$100.00,-,No Bids
2533,2982723549,7/25/2018,$100.00,-,No Bids
2535,2982723603,7/25/2018,$100.00,-,No Bids
2536,2982723604,7/25/2018,$100.00,-,No Bids
2537,2982723608,7/25/2018,$100.00,-,No Bids
2539,2982723617,7/25/2018,$100.00,-,No Bids
2540,2982723646,7/25/2018,$100.00,-,No Bids
2541,2982723702,7/25/2018,$100.00,-,No Bids
2542,2982723703,7/25/2018,$100.00,$100.00,
2543,2982723725,7/25/2018,$100.00,$100.00,
2544,2982723726,7/25/2018,$100.00,$100.00,
2545,2982723741,7/25/2018,$100.00,-,No Bids
2546,2982723744,7/25/2018,$100.00,-,No Bids
2547,2982723803,7/25/2018,$100.00,-,No Bids
2548,2982723811,7/25/2018,$100.00,-,No Bids
2549,2982723843,7/25/2018,$100.00,-,No Bids
2550,2982723911,7/25/2018,$100.00,-,No Bids
2551,2982723913,7/25/2018,$100.00,-,No Bids
2552,2982723918,7/25/2018,$100.00,-,No Bids
2553,2982723920,7/25/2018,$100.00,$100.00,
2555,2982723943,7/25/2018,$100.00,-,No Bids
2556,2982723944,7/25/2018,$100.00,-,No Bids
2560,2982724023,7/25/2018,$100.00,$100.00,
2562,2982724102,7/25/2018,$100.00,-,No Bids
2565,2982724107,7/25/2018,$100.00,-,No Bids
2566,2982724113,7/25/2018,$100.00,-,No Bids
2568,2982724129,7/25/2018,$100.00,$300.00,
2569,2982724141,7/25/2018,$100.00,$100.00,
2570,2982724204,7/25/2018,$100.00,-,No Bids
2571,2982724205,7/25/2018,$100.00,-,No Bids
2572,2982724209,7/25/2018,$100.00,-,No Bids
2573,2982724214,7/25/2018,$100.00,-,No Bids
2574,2982724235,7/25/2018,$100.00,$100.00,
2576,2982724341,7/25/2018,$100.00,-,No Bids
2581,2982724508,7/25/2018,$100.00,$100.00,
2582,2982724520,7/25/2018,$100.00,$100.00,
2584,2982724542,7/25/2018,$100.00,$100.00,
2585,2982724601,7/25/2018,$100.00,-,No Bids
2586,2982724605,7/25/2018,$100.00,-,No Bids
2588,2982724616,7/25/2018,$100.00,-,No Bids
2589,2982724617,7/25/2018,$100.00,$100.00,
2590,2982724645,7/25/2018,$100.00,$100.00,
2591,2982724650,7/25/2018,$100.00,$100.00,
2595,2982724818,7/25/2018,$100.00,$100.00,
2596,2982724841,7/25/2018,$100.00,-,No Bids
2597,2982724901,7/25/2018,$100.00,-,No Bids
2598,2982724902,7/25/2018,$100.00,-,No Bids
2599,2982724907,7/25/2018,$100.00,-,No Bids
2600,2982724914,7/25/2018,$100.00,-,No Bids
2602,2982724920,7/25/2018,$100.00,-,No Bids
2603,2982724938,7/25/2018,$100.00,$100.00,
2604,2982724942,7/25/2018,$100.00,-,No Bids
2605,2982724943,7/25/2018,$100.00,-,No Bids
2606,2982724945,7/25/2018,$100.00,-,No Bids
2607,2982725005,7/25/2018,$100.00,-,No Bids
2608,2982725012,7/25/2018,$100.00,-,No Bids
2609,2982725020,7/25/2018,$100.00,$100.00,
2610,2982725037,7/25/2018,$100.00,$100.00,
2611,2982725038,7/25/2018,$100.00,$100.00,
2612,2982725048,7/25/2018,$100.00,$100.00,
2613,2982725103,7/25/2018,$100.00,-,No Bids
2614,2982725139,7/25/2018,$100.00,$100.00,
2616,2982725201,7/25/2018,$100.00,-,No Bids
2617,2982725204,7/25/2018,$100.00,-,No Bids
2618,2982725208,7/25/2018,$100.00,-,No Bids
2620,2982725250,7/25/2018,$100.00,-,No Bids
2621,2982725308,7/25/2018,$100.00,-,No Bids
2622,2982725311,7/25/2018,$100.00,-,No Bids
2624,2982725348,7/25/2018,$100.00,-,No Bids
2626,2982725408,7/25/2018,$100.00,-,No Bids
2627,2982725413,7/25/2018,$100.00,$100.00,
2628,2982725420,7/25/2018,$100.00,$100.00,
2629,2982725436,7/25/2018,$100.00,$100.00,
2630,2982725537,7/25/2018,$100.00,$100.00,
2631,2982725541,7/25/2018,$100.00,-,No Bids
2633,2982725602,7/25/2018,$100.00,$100.00,
2634,2982725621,7/25/2018,$100.00,$100.00,
2635,2982725645,7/25/2018,$100.00,-,No Bids
2638,2982725728,7/25/2018,$100.00,$600.00,
2646,2982725951,7/25/2018,$100.00,$100.00,
2647,2982726030,7/25/2018,$100.00,$300.00,
2653,2982726301,7/25/2018,$100.00,-,No Bids
2654,2982726312,7/25/2018,$100.00,$100.00,
2655,2982726316,7/25/2018,$100.00,$100.00,
2656,2982726318,7/25/2018,$100.00,$100.00,
2657,2982726324,7/25/2018,$100.00,$100.00,
2658,2982726346,7/25/2018,$100.00,$100.00,
2659,2982726350,7/25/2018,$100.00,$100.00,
2661,2982726410,7/25/2018,$100.00,$100.00,
2666,2982726450,7/25/2018,$100.00,$100.00,
2672,2982726608,7/25/2018,$100.00,-,No Bids
2679,2982726738,7/25/2018,$100.00,$100.00,
2681,2982726751,7/25/2018,$100.00,$100.00,
2682,2982726752,7/25/2018,$100.00,$100.00,
2683,2982726809,7/25/2018,$100.00,-,No Bids
2684,2982726811,7/25/2018,$100.00,-,No Bids
2685,2982726841,7/25/2018,$100.00,-,No Bids
2686,2982726903,7/25/2018,$100.00,-,No Bids
2687,2982726915,7/25/2018,$100.00,$100.00,
2688,2982726918,7/25/2018,$100.00,$100.00,
2689,2982726941,7/25/2018,$100.00,-,No Bids
2690,2982726943,7/25/2018,$100.00,-,No Bids
2691,2982726944,7/25/2018,$100.00,-,No Bids
2693,2982727012,7/25/2018,$100.00,$100.00,
2697,2982727106,7/25/2018,$100.00,-,No Bids
2699,2982727137,7/25/2018,$100.00,$100.00,
2700,2982727148,7/25/2018,$100.00,-,No Bids
2702,2982727243,7/25/2018,$100.00,$500.00,
2703,2982727307,7/25/2018,$100.00,-,No Bids
2704,2982727310,7/25/2018,$100.00,$100.00,
2706,2982727325,7/25/2018,$100.00,$100.00,
2707,2982727406,7/25/2018,$100.00,$100.00,
2709,2982727439,7/25/2018,$100.00,-,No Bids
2711,2982727451,7/25/2018,$100.00,-,No Bids
2712,2982727504,7/25/2018,$100.00,-,No Bids
2713,2982727514,7/25/2018,$100.00,$100.00,
2715,2982727519,7/25/2018,$100.00,$100.00,
2716,2982727537,7/25/2018,$100.00,-,No Bids
2717,2982727601,7/25/2018,$100.00,-,No Bids
2718,2982727606,7/25/2018,$100.00,-,No Bids
2719,2982727610,7/25/2018,$100.00,$100.00,
2720,2982727623,7/25/2018,$100.00,$100.00,
2723,2982727705,7/25/2018,$100.00,-,No Bids
2724,2982727708,7/25/2018,$100.00,-,No Bids
2725,2982727716,7/25/2018,$100.00,$100.00,
2727,2982727745,7/25/2018,$100.00,-,No Bids
2733,2982727917,7/25/2018,$100.00,$100.00,
2734,2982727920,7/25/2018,$100.00,$100.00,
2735,2982727947,7/25/2018,$100.00,$100.00,
2737,2982728014,7/25/2018,$100.00,$100.00,
2738,2982728016,7/25/2018,$100.00,$100.00,
2739,2982728019,7/25/2018,$100.00,$100.00,
2740,2982728020,7/25/2018,$100.00,$100.00,
2741,2982728039,7/25/2018,$100.00,$100.00,
2746,2982728205,7/25/2018,$100.00,-,No Bids
2748,2982728319,7/25/2018,$100.00,$300.00,
2750,2982728345,7/25/2018,$100.00,$300.00,
2752,2982728405,7/25/2018,$100.00,-,No Bids
2753,2982728417,7/25/2018,$100.00,$100.00,
2754,2982728419,7/25/2018,$100.00,$100.00,
2755,2982728435,7/25/2018,$100.00,$100.00,
2756,2982728436,7/25/2018,$100.00,$600.00,
2757,2982728501,7/25/2018,$100.00,-,No Bids
2758,2982728503,7/25/2018,$100.00,-,No Bids
2759,2982728506,7/25/2018,$100.00,$100.00,
2760,2982728507,7/25/2018,$100.00,-,No Bids
2763,2982728536,7/25/2018,$100.00,-,No Bids
2764,2982728542,7/25/2018,$100.00,$100.00,
2765,2982728604,7/25/2018,$100.00,-,No Bids
2766,2982728617,7/25/2018,$100.00,-,No Bids
2768,2982728645,7/25/2018,$100.00,-,No Bids
2771,2982728716,7/25/2018,$100.00,-,No Bids
2772,2982728810,7/25/2018,$100.00,-,No Bids
2773,2982728814,7/25/2018,$100.00,-,No Bids
2775,2982728841,7/25/2018,$100.00,-,No Bids
2781,2982728942,7/25/2018,$100.00,$100.00,
2784,2982729102,7/25/2018,$100.00,-,No Bids
2786,2982729202,7/25/2018,$100.00,$100.00,
2789,2982729238,7/25/2018,$100.00,$100.00,
2794,2982729301,7/25/2018,$100.00,-,No Bids
2797,2982729314,7/25/2018,$100.00,$100.00,
2798,2982729316,7/25/2018,$100.00,$100.00,
2799,2982729344,7/25/2018,$100.00,-,No Bids
2800,2982729408,7/25/2018,$100.00,$300.00,
2801,2982729410,7/25/2018,$100.00,$600.00,
2806,2982729506,7/25/2018,$100.00,-,No Bids
2807,2982729512,7/25/2018,$100.00,-,No Bids
2808,2982729518,7/25/2018,$100.00,$100.00,
2809,2982729540,7/25/2018,$100.00,-,No Bids
2810,2982729601,7/25/2018,$100.00,-,No Bids
2811,2982729611,7/25/2018,$100.00,-,No Bids
2814,2982729622,7/25/2018,$100.00,$200.00,
2816,2982729641,7/25/2018,$100.00,-,No Bids
2817,2982729647,7/25/2018,$100.00,-,No Bids
2818,2982729651,7/25/2018,$100.00,-,No Bids
2819,2982729712,7/25/2018,$100.00,-,No Bids
2825,2982729742,7/25/2018,$100.00,$100.00,
2830,2993102812,7/25/2018,$100.00,"$2,100.00",
2836,5335741501,7/25/2018,$100.00,$300.00,
2837,5335741506,7/25/2018,$100.00,$200.00,
2838,5335741525,7/25/2018,$100.00,$200.00,
2839,5335741527,7/25/2018,$100.00,$200.00,
2840,5335741533,7/25/2018,$100.00,$300.00,
2841,5335741536,7/25/2018,$100.00,$200.00,
2842,5335741603,7/25/2018,$100.00,$200.00,
2843,5335741605,7/25/2018,$100.00,$100.00,
2844,5335741623,7/25/2018,$100.00,$200.00,
2845,5335741630,7/25/2018,$100.00,$200.00,
2847,5335741643,7/25/2018,$100.00,$200.00,
2848,5335741649,7/25/2018,$100.00,$200.00,
2849,5335741707,7/25/2018,$100.00,$200.00,
2850,5335741725,7/25/2018,$100.00,$200.00,
2851,5335741726,7/25/2018,$100.00,$200.00,
2852,5335741741,7/25/2018,$100.00,$200.00,
2854,5335741814,7/25/2018,$100.00,$200.00,
2855,5335741815,7/25/2018,$100.00,$200.00,
2856,5335741823,7/25/2018,$100.00,$200.00,
2858,5335741833,7/25/2018,$100.00,$100.00,
2859,5335741836,7/25/2018,$100.00,$200.00,
2860,5335741839,7/25/2018,$100.00,$200.00,
2861,5335741841,7/25/2018,$100.00,$200.00,
2862,5335741843,7/25/2018,$100.00,$200.00,
2863,5335741902,7/25/2018,$100.00,$200.00,
2864,5335741903,7/25/2018,$100.00,$200.00,
2865,5335741908,7/25/2018,$100.00,$200.00,
2866,5335741909,7/25/2018,$100.00,$100.00,
2867,5335741921,7/25/2018,$100.00,$100.00,
2868,5335741922,7/25/2018,$100.00,$100.00,
2869,5335741936,7/25/2018,$100.00,$100.00,
2870,5335741948,7/25/2018,$100.00,$100.00,
2871,5335742004,7/25/2018,$100.00,$100.00,
2872,5335742015,7/25/2018,$100.00,$100.00,
2873,5335742021,7/25/2018,$100.00,$100.00,
2874,5335742026,7/25/2018,$100.00,$100.00,
2875,5335742038,7/25/2018,$100.00,$100.00,
2876,5335742044,7/25/2018,$100.00,$100.00,
2877,5335742118,7/25/2018,$100.00,$100.00,
2878,5335742125,7/25/2018,$100.00,$100.00,
2879,5335742129,7/25/2018,$100.00,$200.00,
2880,5335742130,7/25/2018,$100.00,$100.00,
2881,5335742215,7/25/2018,$100.00,$100.00,
2882,5335742238,7/25/2018,$100.00,$100.00,
2883,5335742241,7/25/2018,$100.00,$100.00,
2884,5335742242,7/25/2018,$100.00,$100.00,
2885,5335742301,7/25/2018,$100.00,$100.00,
2887,5335742314,7/25/2018,$100.00,$100.00,
2888,5335742325,7/25/2018,$100.00,$100.00,
2889,5335742409,7/25/2018,$100.00,$100.00,
2891,5335742433,7/25/2018,$100.00,$400.00,
2892,5335742508,7/25/2018,$100.00,$100.00,
2893,5335742523,7/25/2018,$100.00,$100.00,
2894,5335742529,7/25/2018,$100.00,$200.00,
2895,5335742540,7/25/2018,$100.00,$100.00,
2896,5335742544,7/25/2018,$100.00,$100.00,
2897,5335742545,7/25/2018,$100.00,$100.00,
2898,5335742605,7/25/2018,$100.00,$100.00,
2899,5335742612,7/25/2018,$100.00,$100.00,
2900,5335742617,7/25/2018,$100.00,$100.00,
2901,5335742633,7/25/2018,$100.00,$100.00,
2902,5335742635,7/25/2018,$100.00,$100.00,
2903,5335742636,7/25/2018,$100.00,$100.00,
2904,5335742648,7/25/2018,$100.00,$100.00,
2906,5335742734,7/25/2018,$100.00,$200.00,
2907,5335742750,7/25/2018,$100.00,$200.00,
2908,5335742802,7/25/2018,$100.00,$200.00,
2910,5335742822,7/25/2018,$100.00,$200.00,
2911,5335742826,7/25/2018,$100.00,$200.00,
2912,5335742828,7/25/2018,$100.00,$200.00,
2914,5335742928,7/25/2018,$100.00,$200.00,
2915,5335742937,7/25/2018,$100.00,$200.00,
2916,5335743021,7/25/2018,$100.00,$400.00,
2917,5335743023,7/25/2018,$100.00,$400.00,
2918,5335743106,7/25/2018,$100.00,"$1,000.00",
2920,5335743124,7/25/2018,$100.00,$900.00,
2921,5335743145,7/25/2018,$100.00,$400.00,
2922,5335743204,7/25/2018,$100.00,$400.00,
2923,5335743205,7/25/2018,$100.00,$400.00,
2925,5335743210,7/25/2018,$100.00,$400.00,
2926,5335743221,7/25/2018,$100.00,$400.00,
2927,5335743248,7/25/2018,$100.00,$400.00,
2928,5335743302,7/25/2018,$100.00,$400.00,
2929,5335743319,7/25/2018,$100.00,$400.00,
2930,5335743338,7/25/2018,$100.00,$500.00,
2931,5335743340,7/25/2018,$100.00,$400.00,
2932,5335743349,7/25/2018,$100.00,$400.00,
2933,5335743414,7/25/2018,$100.00,$400.00,
2934,5335743419,7/25/2018,$100.00,$400.00,
2935,5335743438,7/25/2018,$100.00,$500.00,
2936,5335743513,7/25/2018,$100.00,$400.00,
2937,5335743523,7/25/2018,$100.00,$400.00,
2938,5335743601,7/25/2018,$100.00,$400.00,
2939,5335743606,7/25/2018,$100.00,"$1,400.00",
2940,5335743611,7/25/2018,$100.00,$400.00,
2941,5335743612,7/25/2018,$100.00,$400.00,
2942,5335743619,7/25/2018,$100.00,$400.00,
2943,5335743634,7/25/2018,$100.00,$200.00,
2944,5335743717,7/25/2018,$100.00,$500.00,
2945,5335743733,7/25/2018,$100.00,$200.00,
2946,5335743734,7/25/2018,$100.00,$400.00,
2947,5335743803,7/25/2018,$100.00,$200.00,
2951,5335743906,7/25/2018,$100.00,$200.00,
2952,5335743911,7/25/2018,$100.00,$200.00,
2953,5335743916,7/25/2018,$100.00,$200.00,
2954,5335743942,7/25/2018,$100.00,$200.00,
2955,5335744009,7/25/2018,$100.00,$200.00,
2956,5335744020,7/25/2018,$100.00,$200.00,
2957,5335744024,7/25/2018,$100.00,$200.00,
2958,5335744030,7/25/2018,$100.00,$400.00,
2959,5335744031,7/25/2018,$100.00,$400.00,
2960,5335744040,7/25/2018,$100.00,$200.00,
2961,5335744045,7/25/2018,$100.00,$200.00,
2963,5335744112,7/25/2018,$100.00,$200.00,
2964,5335744127,7/25/2018,$100.00,$400.00,
2965,5335744130,7/25/2018,$100.00,$200.00,
2966,5335744132,7/25/2018,$100.00,$200.00,
2967,5335744204,7/25/2018,$100.00,$500.00,
2968,5335744206,7/25/2018,$100.00,$400.00,
2969,5335744210,7/25/2018,$100.00,$200.00,
2970,5335744214,7/25/2018,$100.00,$200.00,
2972,5335744241,7/25/2018,$100.00,$200.00,
2973,5335744246,7/25/2018,$100.00,$200.00,
2974,5335744249,7/25/2018,$100.00,$200.00,
2975,5335744325,7/25/2018,$100.00,$200.00,
2976,5335744330,7/25/2018,$100.00,$200.00,
2977,5335744343,7/25/2018,$100.00,$200.00,
2978,5335744409,7/25/2018,$100.00,$200.00,
2979,5335744438,7/25/2018,$100.00,$200.00,
2980,5335744441,7/25/2018,$100.00,$200.00,
2981,5335744448,7/25/2018,$100.00,$500.00,
2982,5335744508,7/25/2018,$100.00,$200.00,
2983,5335744519,7/25/2018,$100.00,$200.00,
2984,5335744534,7/25/2018,$100.00,$200.00,
2985,5335744618,7/25/2018,$100.00,$200.00,
2986,5335744647,7/25/2018,$100.00,$200.00,
2987,5335744715,7/25/2018,$100.00,$300.00,
2988,5335744727,7/25/2018,$100.00,$700.00,
2989,5335744732,7/25/2018,$100.00,$200.00,
2990,5335744735,7/25/2018,$100.00,$900.00,
2991,5335744743,7/25/2018,$100.00,$200.00,
2992,5335744811,7/25/2018,$100.00,$200.00,
2993,5335744819,7/25/2018,$100.00,$200.00,
2994,5335744832,7/25/2018,$100.00,$200.00,
2995,5335744843,7/25/2018,$100.00,$200.00,
2996,5335744902,7/25/2018,$100.00,$600.00,
2997,5335744907,7/25/2018,$100.00,$200.00,
2998,5335744920,7/25/2018,$100.00,$200.00,
2999,5335744930,7/25/2018,$100.00,$200.00,
3000,5335744932,7/25/2018,$100.00,$200.00,
3001,5335745005,7/25/2018,$100.00,$200.00,
3003,5335745015,7/25/2018,$100.00,$400.00,
3006,5335745125,7/25/2018,$100.00,$500.00,
3007,5335745130,7/25/2018,$100.00,$500.00,
3009,5335745513,7/25/2018,$100.00,$500.00,
3011,5335745650,7/25/2018,$100.00,$700.00,
3012,5335745737,7/25/2018,$100.00,$700.00,
3013,5335745815,7/25/2018,$100.00,$500.00,
3014,5335746110,7/25/2018,$100.00,$500.00,
3016,5335746117,7/25/2018,$100.00,$600.00,
3018,5335746609,7/25/2018,$100.00,$500.00,
3019,5335746935,7/25/2018,$100.00,"$1,000.00",
3020,5335746947,7/25/2018,$100.00,$600.00,
3021,5335747109,7/25/2018,$100.00,"$2,100.00",
3022,5335747111,7/25/2018,$100.00,$600.00,
3023,5335747203,7/25/2018,$100.00,$800.00,
3024,5335747204,7/25/2018,$100.00,"$1,000.00",
3025,5335747233,7/25/2018,$100.00,$900.00,
3026,5375702649,7/25/2018,$100.00,"$3,100.00",
3030,5375706110,7/25/2018,$100.00,"$1,300.00",
3032,5375707449,7/25/2018,$100.00,"$1,200.00",
3034,5375714014,7/25/2018,$100.00,$300.00,
3035,5375714140,7/25/2018,$100.00,$300.00,
3036,5375714151,7/25/2018,$100.00,$300.00,
3037,5375714605,7/25/2018,$100.00,$300.00,
3039,5375715152,7/25/2018,$100.00,$400.00,
3040,5375716836,7/25/2018,$100.00,"$1,300.00",
3042,5375723609,7/25/2018,$100.00,$500.00,
3043,5375723839,7/25/2018,$100.00,$500.00,
3044,5375724012,7/25/2018,$100.00,"$1,300.00",
3046,5375727313,7/25/2018,$100.00,$600.00,
13,1100400408,7/24/2018,"$1,600.00","$9,200.00",
14,1100400502,7/24/2018,"$1,600.00","$2,100.00",
15,1100400506,7/24/2018,"$1,600.00","$2,500.00",
22,1101001602,7/24/2018,"$2,300.00","$8,000.00",
37,1101701802,7/24/2018,"$1,300.00","$3,600.00",
46,1102101702,7/24/2018,"$1,400.00","$2,300.00",
48,1102101802,7/24/2018,"$1,400.00","$1,400.00",
53,1102400302,7/24/2018,"$1,700.00","$1,700.00",Forfeited
56,1102400310,7/24/2018,"$1,600.00","$1,600.00",Forfeited
57,1102500202,7/24/2018,"$1,600.00","$3,400.00",
58,1102500204,7/24/2018,"$1,500.00","$1,600.00",Forfeited
59,1102500206,7/24/2018,"$1,500.00","$2,200.00",Forfeited
60,1102500208,7/24/2018,"$1,600.00","$1,600.00",Forfeited
101,1352900202,7/24/2018,"$10,900.00",-,No Bids
115,1451612900,7/24/2018,"$32,800.00","$32,800.00",
185,2161242601,7/24/2018,"$7,300.00","$15,000.00",
191,2180122700,7/24/2018,"$35,300.00",-,No Bids
192,2184614000,7/24/2018,"$26,200.00","$45,200.00",Forfeited
201,2257201800,7/24/2018,"$16,800.00","$16,800.00",
239,2640410200,7/24/2018,"$40,000.00","$85,100.00",Forfeited
269,2920692000,7/24/2018,"$5,300.00","$7,600.00",
272,2931022800,7/24/2018,"$1,400.00",-,No Bids
276,2931541300,7/24/2018,"$1,400.00",-,No Bids
277,2931541400,7/24/2018,"$1,400.00",-,No Bids
317,3331101700,7/24/2018,"$1,700.00","$3,100.00",
319,3413622300,7/24/2018,"$54,400.00","$120,000.00",Forfeited
341,3890501000,7/24/2018,"$33,300.00","$47,600.00",
353,3980901200,7/24/2018,"$91,300.00",-,No Bids
360,3991201900,7/24/2018,"$4,700.00","$6,000.00",
421,4663802100,7/24/2018,"$17,800.00","$100,800.00",
474,5060920500,7/24/2018,"$289,000.00",-,No Bids
477,5100811300,7/24/2018,"$6,500.00","$7,100.00",
637,6580401100,7/24/2018,"$34,800.00","$34,900.00",
171,1980850300,7/23/2018,"$11,800.00","$17,300.00",Forfeited
322,3505702213,7/23/2018,"$353,600.00","$1,040,900.00",
439,4764420800,7/23/2018,"$129,900.00","$233,200.00",Forfeited
184,2159453519,5/9/2018,"$2,800.00","$2,900.00",
2005,1472643802,5/9/2018,"$1,900.00","$2,100.00",
2006,1472644101,5/9/2018,"$1,800.00","$2,200.00",
2012,1502640538,5/9/2018,"$1,600.00",-,No Bids
2013,1502640713,5/9/2018,"$1,500.00",-,No Bids
2016,1502641902,5/9/2018,"$1,500.00",-,No Bids
2023,1853660826,5/9/2018,"$1,900.00","$1,900.00",
2024,1853662127,5/9/2018,"$1,900.00","$1,900.00",
2027,1853682338,5/9/2018,"$2,000.00","$2,000.00",
2037,1854813231,5/9/2018,"$2,300.00","$2,300.00",
2039,1854821306,5/9/2018,"$2,300.00","$2,300.00",
2042,1854824039,5/9/2018,"$1,800.00","$1,800.00",
2047,1854836440,5/9/2018,"$1,700.00","$1,700.00",
2055,1854846408,5/9/2018,"$1,700.00","$1,700.00",
2056,1854851443,5/9/2018,"$1,800.00","$1,800.00",
2062,1854863152,5/9/2018,"$1,700.00","$1,700.00",
2066,1854882735,5/9/2018,"$1,600.00","$1,600.00",
2068,2032530240,5/9/2018,"$1,900.00","$2,000.00",
2070,2032531103,5/9/2018,"$1,800.00",-,No Bids
2071,2032531106,5/9/2018,"$1,500.00","$1,500.00",
2072,2032531746,5/9/2018,"$1,700.00",-,No Bids
2073,2032531812,5/9/2018,"$1,900.00",-,No Bids
2074,2032532011,5/9/2018,"$2,300.00",-,No Bids
2075,2032532204,5/9/2018,"$1,800.00",-,No Bids
2076,2032532317,5/9/2018,"$2,000.00",-,No Bids
2077,2032532417,5/9/2018,"$2,000.00",-,No Bids
2078,2032532604,5/9/2018,"$1,900.00",-,No Bids
2079,2032532708,5/9/2018,"$2,000.00",-,No Bids
2080,2032533602,5/9/2018,"$2,000.00","$2,000.00",
2081,2032534231,5/9/2018,"$2,200.00","$7,700.00",
2082,2032534314,5/9/2018,"$1,900.00",-,No Bids
2083,2032534424,5/9/2018,"$2,000.00","$2,600.00",
2084,2032534606,5/9/2018,"$2,000.00",-,No Bids
2085,2032534849,5/9/2018,"$2,000.00",-,No Bids
2087,2032535750,5/9/2018,"$2,000.00",-,No Bids
2089,2032540251,5/9/2018,"$1,900.00",-,No Bids
2090,2032540450,5/9/2018,"$2,000.00",-,No Bids
2091,2032540741,5/9/2018,"$2,100.00","$2,100.00",
2094,2032541416,5/9/2018,"$2,000.00",-,No Bids
2095,2032541619,5/9/2018,"$2,000.00",-,No Bids
2096,2032542020,5/9/2018,"$2,000.00",-,No Bids
2097,2032542049,5/9/2018,"$2,000.00",-,No Bids
2098,2032542050,5/9/2018,"$2,000.00",-,No Bids
2099,2032542243,5/9/2018,"$2,300.00",-,No Bids
2101,2032544146,5/9/2018,"$1,900.00",-,No Bids
2102,2032544251,5/9/2018,"$2,300.00","$2,300.00",
2103,2032545418,5/9/2018,"$2,100.00",-,No Bids
2104,2032546548,5/9/2018,"$2,000.00",-,No Bids
2105,2032546703,5/9/2018,"$2,000.00",-,No Bids
2106,2032547013,5/9/2018,"$2,000.00","$3,600.00",
2108,2041241216,5/9/2018,"$1,900.00",-,No Bids
2109,2041241238,5/9/2018,"$1,900.00",-,No Bids
2110,2041241245,5/9/2018,"$1,900.00",-,No Bids
2111,2041241550,5/9/2018,$100.00,$700.00,
2112,2041241640,5/9/2018,$100.00,$700.00,Forfeited
2113,2041241705,5/9/2018,"$2,100.00","$3,200.00",
2114,2041241910,5/9/2018,"$1,900.00",-,No Bids
2115,2041241945,5/9/2018,$100.00,$600.00,
2116,2041242035,5/9/2018,$100.00,$800.00,
2117,2041242043,5/9/2018,$100.00,$700.00,
2119,2041242137,5/9/2018,$100.00,$500.00,
2121,2041242447,5/9/2018,$100.00,$400.00,Forfeited
2122,2041242529,5/9/2018,$100.00,$400.00,Forfeited
2123,2041242543,5/9/2018,"$1,600.00",-,No Bids
2124,2041242544,5/9/2018,$100.00,$400.00,
2125,2041242547,5/9/2018,$100.00,$600.00,
2127,2041242707,5/9/2018,"$2,000.00",-,No Bids
2129,2041242837,5/9/2018,"$2,000.00",-,No Bids
2130,2041242913,5/9/2018,$100.00,$600.00,
2131,2041242935,5/9/2018,$100.00,$400.00,
2134,2041243346,5/9/2018,"$2,500.00","$2,800.00",
2136,2041243845,5/9/2018,"$1,900.00",-,No Bids
2137,2041243848,5/9/2018,"$2,000.00",-,No Bids
2138,2041243851,5/9/2018,$100.00,$400.00,
2140,2041244047,5/9/2018,$100.00,$500.00,Forfeited
2142,2041244241,5/9/2018,$100.00,$400.00,
2143,2041244510,5/9/2018,"$1,900.00",-,No Bids
2144,2041244516,5/9/2018,"$1,900.00",-,No Bids
2145,2041244544,5/9/2018,$100.00,$700.00,
2146,2041244711,5/9/2018,"$1,700.00",-,No Bids
2147,2041244919,5/9/2018,"$1,900.00",-,No Bids
2149,2041245121,5/9/2018,$100.00,$700.00,
2150,2041245202,5/9/2018,"$1,500.00",-,No Bids
2151,2041245239,5/9/2018,$100.00,$800.00,
2152,2041245323,5/9/2018,$100.00,$800.00,
2153,2158120614,5/9/2018,"$2,400.00","$2,500.00",
2154,2158121609,5/9/2018,"$2,300.00","$2,300.00",
2155,2158131618,5/9/2018,"$2,300.00","$2,300.00",
2157,2158141510,5/9/2018,"$2,400.00","$2,400.00",
2158,2158151412,5/9/2018,"$2,300.00","$2,300.00",
2159,2158151815,5/9/2018,"$2,300.00","$2,400.00",Forfeited
2160,2158170813,5/9/2018,"$2,100.00","$2,100.00",
2161,2158170820,5/9/2018,"$1,900.00","$1,900.00",
2162,2158181444,5/9/2018,"$2,400.00","$2,400.00",
2163,2158181511,5/9/2018,"$2,300.00","$2,300.00",
